run_id,ALD_prep_time,ALD_purge_flow_rate,ALD_purge_plasma_flow_rate,ALD_purge_time,Ar_plasma_flow_rate,Ar_process_flow_rate,H2_plasma_flow_rate,LC_preset,N2_plasma_flow_rate,Number_of_ALD_cycles,RF_power_setpoint,Sample_name,TC_preset,ald_valves_delay,plasma_duration,plasma_prep_time,plasma_pressure,plasma_purge_time,precursor_dose_time,precursor_purge_time,process_pressure,Initial_thickness,Temperature,dep_rate_fit,dep_rate_mean,dep_rate_direct,dep_rate_deviation,fit_diff_variation,is_prior,from_recommendation_id,campaign_id
0tdt3nsj05zxx000xsmmq9fcb0,587,14,0,810,0,76,67,50,0,25,218,260318_TDMAT_Campaign0027,30,10,1931,2110,71,3251,3655,810,138,34.248,150,0.07404749999999986,0.0739142857142855,0.0729600000000002,0.008956869442170211,0.7212315620449187,True,,0tdz7kh2xswb9000yz10vxyjdr
0tdt3vwmmxsyv00053pym6f1h0,1305,15,0,2034,0,31,94,50,0,25,147,260318_TDMAT_Campaign0027,30,10,319,2011,57,8497,1263,2034,165,36.091,150,0.03863892857142882,0.03901428571428615,0.039120000000000064,0.007129301422685626,0.4699523836266804,True,,0tdz7kh2xswb9000yz10vxyjdr
0tdt43nwshykd000n8w02wzv80,3145,18,0,2049,0,40,97,50,0,25,233,260318_TDMAT_Campaign0027,30,10,3703,4556,268,8736,3238,2049,157,37.069,150,0.08688928571428559,0.08638571428571394,0.08899999999999977,0.016295391861454886,0.6724503816874788,True,,0tdz7kh2xswb9000yz10vxyjdr
0tdt4fby4sr0k000ndks3p64k0,1425,7,0,3780,0,63,99,50,0,25,168,260318_TDMAT_Campaign0027,30,10,1676,530,278,6697,2572,3780,173,39.284,150,0.04317750000000002,0.04316428571428586,0.048600000000000136,0.006289856589650132,0.29561620223986695,True,,0tdz7kh2xswb9000yz10vxyjdr
0tdt4raf25wv70005f7d8t7z5m,2832,10,0,3899,0,77,71,50,0,25,117,260318_TDMAT_Campaign0027,30,10,1980,2962,160,7503,391,3899,221,40.481,150,0.005220714285714527,0.01044999999999945,0.0061199999999999475,0.008406455852497179,0.16235702041523828,True,,0tdz7kh2xswb9000yz10vxyjdr
0tdt52ejg1xn70005cr7zv2t10,3198,6,0,4489,0,59,50,50,0,25,43,260318_TDMAT_Campaign0027,30,10,4117,306,269,8661,4739,4489,88,40.611,150,0.08969392857142834,0.09040714285714253,0.09188000000000017,0.007236560379244446,0.4256620291897652,True,,0tdz7kh2xswb9000yz10vxyjdr
0tdt5f4d5sxnz000xm5sppj9m0,3441,10,0,1499,0,27,43,50,0,25,235,260318_TDMAT_Campaign0027,30,10,3556,3931,111,5617,4952,1499,236,42.897,150,0.0,0.0,0.00020000000000010233,1e-06,0.09904248683069292,True,,0tdz7kh2xswb9000yz10vxyjdr
0tdt5fene1w2x000q9yswdm874,320,16,0,3498,0,83,31,50,0,25,271,260318_TDMAT_Campaign0027,30,10,1205,4240,275,6201,2917,3498,294,42.904,150,0.07112892857142865,0.07069285714285758,0.0725199999999998,0.005107762200208591,0.3888267605013464,True,,0tdz7kh2xswb9000yz10vxyjdr
0tdt5rys15wp9000kncn83ttgr,2891,12,0,3103,0,31,89,50,0,25,282,260318_TDMAT_Campaign0027,30,10,3171,2941,197,9849,333,3103,287,44.695,150,0.0,0.0,-0.00012000000000000454,1e-06,0.062086415047326454,True,,0tdz7kh2xswb9000yz10vxyjdr
0tdt5s91p5yzn000jpyfmtcspr,876,2,0,1917,0,76,25,50,0,25,171,260318_TDMAT_Campaign0027,30,10,3809,3684,54,5490,3650,1917,269,44.697,150,0.009600000000000084,0.009592857142857372,0.011839999999999976,0.002067249478936323,0.27525866365054713,True,,0tdz7kh2xswb9000yz10vxyjdr
0tdt62kzj5wkh000m8zvg4y744,1849,2,0,382,0,62,80,50,0,25,137,260318_TDMAT_Campaign0027,30,10,4566,4927,251,2290,2183,382,251,45.098,150,0.0,0.0,-0.00012000000000000454,1e-06,0.10663175858367895,True,,0tdz7kh2xswb9000yz10vxyjdr
0tdt62y9jdwsh000d43c25ratm,1567,3,0,949,0,25,25,50,0,25,73,260318_TDMAT_Campaign0027,30,10,3632,2062,90,5862,583,949,168,45.103,150,0.0,0.0,-0.00036000000000001363,1e-06,0.07407762831404839,True,,0tdz7kh2xswb9000yz10vxyjdr
0tdt638k1dsqz000x0k5tg822c,490,8,0,390,0,28,71,50,0,25,285,260318_TDMAT_Campaign0027,30,10,3062,2031,299,534,348,390,210,45.1,150,0.0,0.0,-0.0005199999999999249,1e-06,0.08219362890029211,True,,0tdz7kh2xswb9000yz10vxyjdr
0tdt63jw61zm1000sewkpj9wtr,1236,10,0,264,0,87,66,50,0,25,178,260318_TDMAT_Campaign0027,30,10,3462,3637,225,7006,2416,264,181,45.093,150,0.032889642857143055,0.03272857142857179,0.03611999999999995,0.003551745762184479,0.2983080053746673,True,,0tdz7kh2xswb9000yz10vxyjdr
0tdt6bp8gntf1000br8gm90q4m,2995,10,0,3782,0,72,30,50,0,25,69,260318_TDMAT_Campaign0027,30,10,4152,4914,87,4734,1702,3782,274,45.971,150,0.01150142857142841,0.011671428571428777,0.011960000000000264,0.001163387032658379,0.13928850734647483,True,,0tdz7kh2xswb9000yz10vxyjdr
0tdt6pv99sv7z000g29kbcxw28,2666,4,0,4061,0,89,81,50,0,25,230,260318_TDMAT_Campaign0027,30,10,3672,4919,234,1631,4985,4061,184,46.257,150,0.034894642857143006,0.035214285714285865,0.039279999999999975,0.006922515763059219,0.38573249415158306,True,,0tdz7kh2xswb9000yz10vxyjdr
0tdt71yv7dtvs000mcey27y53c,3765,12,0,2543,0,65,37,50,0,25,69,260318_TDMAT_Campaign0027,30,10,408,2444,270,9284,4803,2543,252,47.217,150,0.08772392857142859,0.08880714285714271,0.07800000000000011,0.012446942498100544,1.1409354699617114,True,,0tdz7kh2xswb9000yz10vxyjdr
0tdt7d033xtpn0003656fd45w8,1641,17,0,3840,0,39,50,50,0,25,101,260318_TDMAT_Campaign0027,30,10,849,118,220,2476,4383,3840,238,49.144,150,0.0,0.0,0.00016000000000019555,1e-06,0.07740197285426106,True,,0tdz7kh2xswb9000yz10vxyjdr
0tdt7daat9znh000dfc489hz0w,1250,12,0,4059,0,66,64,50,0,25,244,260318_TDMAT_Campaign0027,30,10,713,3384,293,388,4423,4059,66,49.156,150,0.11327107142857139,0.11538571428571436,0.11819999999999993,0.023399507233605114,1.5228835148012152,True,,0tdz7kh2xswb9000yz10vxyjdr
0tdt7ndchswsh0008zar24vrdw,350,8,0,2307,0,39,38,50,0,25,262,260318_TDMAT_Campaign0027,30,10,574,4555,163,4005,1662,2307,82,52.172,150,0.044727499999999885,0.044549999999999965,0.04956000000000017,0.012716735317796846,0.6325477836067962,True,,0tdz7kh2xswb9000yz10vxyjdr
0tdt7whaw1v47000m6edf3nqn8,1663,5,0,3782,0,33,65,50,0,25,265,260318_TDMAT_Campaign0027,30,10,1798,1641,215,3191,1251,3782,142,53.395,150,0.01109071428571427,0.016039999999998854,0.013039999999999736,0.008950553055538131,0.30762227762629824,True,,0tdz7kh2xswb9000yz10vxyjdr
0tdt84651ss4d000wqw1pyj5n0,1749,19,0,2670,0,54,51,50,0,25,172,260318_TDMAT_Campaign0027,30,10,1152,4073,89,8368,215,2670,28,53.691,150,0.012352142857142997,0.013307142857143057,0.011919999999999788,0.005478590053981782,0.18335594061255045,True,,0tdz7kh2xswb9000yz10vxyjdr
0tdt8da4fhxs70003geczgk1d4,1083,4,0,1810,0,76,59,50,0,25,63,260318_TDMAT_Campaign0027,30,10,1253,4263,131,7368,1573,1810,99,53.971,150,0.010972857142857452,0.010942857142857523,0.015640000000000213,0.0028381871189985357,0.11881343314667248,True,,0tdz7kh2xswb9000yz10vxyjdr
0tdt8nr8b5zbq000sh2bcr1r58,2341,18,0,430,0,71,35,50,0,25,122,260318_TDMAT_Campaign0027,30,10,2601,3063,103,9772,1092,430,148,54.328,150,0.027235714285714176,0.027178571428571274,0.030839999999999746,0.0030284787721681734,0.20613581323983207,True,,0tdz7kh2xswb9000yz10vxyjdr
0tdt8ydh15whn000vpambm8x2c,3090,3,0,3680,0,74,29,50,0,25,211,260318_TDMAT_Campaign0027,30,10,3661,4181,214,7225,3597,3680,179,55.065,150,0.0140567857142857,0.013121428571428697,0.01867999999999995,0.007100219168793277,0.16093991914730402,True,,0tdz7kh2xswb9000yz10vxyjdr
0tdt9ar5exyc70005r6fj89yb4,959,17,0,3130,0,43,95,50,0,25,228,260318_TDMAT_Campaign0027,30,10,126,1295,71,8218,3197,3130,26,55.492,150,0.16202285714285727,0.16138571428571424,0.13572000000000004,0.014315868176000992,3.480038602679833,True,,0tdz7kh2xswb9000yz10vxyjdr
0tdt9khy5ssdn000svmz08hn20,2035,1,0,543,0,49,97,50,0,25,156,260318_TDMAT_Campaign0027,30,10,4504,3868,205,237,494,543,84,58.915,150,0.00026107142857134034,0.007600000000000446,0.011040000000000135,0.006148712602380554,1.478433510445282,True,,0tdz7kh2xswb9000yz10vxyjdr
0tdt9s9drdv0500026j10ss9k8,1423,4,0,3989,0,83,32,50,0,25,119,260318_TDMAT_Campaign0027,30,10,2969,4200,70,5225,2965,3989,184,59.357,150,0.021246785714285895,0.021242857142857372,0.02711999999999989,0.0030651763607425805,0.2096423297166946,True,,0tdz7kh2xswb9000yz10vxyjdr
0tdta3xgedvcz0000w73ncdvwr,1425,12,0,3215,0,30,33,50,0,25,195,260318_TDMAT_Campaign0027,30,10,1982,2286,275,4666,3005,3215,281,60.012,150,0.0,0.0,-0.00015999999999991133,1e-06,0.07544249850499474,True,,0tdz7kh2xswb9000yz10vxyjdr
0tdta47qn1x7d0001nk5dfyzd8,2933,5,0,3989,0,26,64,50,0,25,144,260318_TDMAT_Campaign0027,30,10,822,41,90,793,4701,3989,120,60.016,150,0.08020321428571434,0.08098571428571434,0.08063999999999993,0.01420492153861998,0.952406262339639,True,,0tdz7kh2xswb9000yz10vxyjdr
0tdtabybmxwyx0002bwsytf6gw,991,7,0,2789,0,36,87,50,0,25,166,260318_TDMAT_Campaign0027,30,10,2645,3104,176,2760,377,2789,203,62.077,150,0.0,0.0,0.0009200000000001296,1e-06,0.11260284263812899,True,,0tdz7kh2xswb9000yz10vxyjdr
0tdtac8mh5y7n00032400zvwdr,3440,19,0,3903,0,25,43,50,0,25,117,260318_TDMAT_Campaign0027,30,10,1162,439,36,573,4837,3903,234,62.116,150,0.0,0.0,-0.00012000000000000454,1e-06,0.08562141427331965,True,,0tdz7kh2xswb9000yz10vxyjdr
0tdtacjy69sqs000w2a4ayb45w,2282,19,0,346,0,60,72,50,0,25,73,260318_TDMAT_Campaign0027,30,10,1749,891,173,303,4237,346,105,62.125,150,0.09084214285714293,0.09089999999999979,0.09127999999999986,0.007578729633464259,0.8269251839841243,True,,0tdz7kh2xswb9000yz10vxyjdr
0tdtahgjfswx50009ynjegkmv8,263,10,0,3013,0,88,28,50,0,25,188,260318_TDMAT_Campaign0027,30,10,4287,3574,206,7165,2446,3013,182,64.473,150,0.049715357142857075,0.049814285714285846,0.05596000000000004,0.011213566855942495,0.475035263066386,True,,0tdz7kh2xswb9000yz10vxyjdr
0tdtavrbexv0z0003ms5gpw0gm,733,6,0,2886,0,26,33,50,0,25,32,260318_TDMAT_Campaign0027,30,10,1882,570,145,4228,1719,2886,276,65.841,150,0.0,0.0,-0.0008799999999996544,1e-06,0.08306392177666257,True,,0tdz7kh2xswb9000yz10vxyjdr
0tdtaw2n3xs7f0000g40gms3dw,3656,10,0,2329,0,61,68,50,0,25,56,260318_TDMAT_Campaign0027,30,10,3967,4573,86,9685,3598,2329,88,65.83,150,0.08931035714285719,0.08940714285714282,0.0874799999999999,0.0038540265188721883,0.7287564042198846,True,,0tdz7kh2xswb9000yz10vxyjdr
0tdtb8tcf1zth000097gnzpbpc,3049,1,0,2099,0,29,25,50,0,25,62,260318_TDMAT_Campaign0027,30,10,1139,2558,216,9231,3682,2099,110,68.0,150,0.018407857142857153,0.01777142857142877,0.020120000000000006,0.0048752184671086865,0.24366095847579028,True,,0tdz7kh2xswb9000yz10vxyjdr
0tdtbk37k9y870008g0d5gw070,1021,1,0,1697,0,67,74,50,0,25,48,260318_TDMAT_Campaign0027,30,10,372,1437,89,8400,1608,1697,153,68.659,150,0.0050457142857143,0.0059416666666661415,0.007479999999999904,0.003890470908372292,0.2492400286249503,True,,0tdz7kh2xswb9000yz10vxyjdr
0tdtbtcxs5r7q000xaqt7zcnrr,2924,4,0,2011,0,66,30,50,0,25,69,260318_TDMAT_Campaign0027,30,10,684,3904,52,205,4385,2011,54,68.93,150,0.12394678571428576,0.12387142857142866,0.1168399999999997,0.0063563723449578035,1.2452626120243362,True,,0tdz7kh2xswb9000yz10vxyjdr
0tdtc1na0dswq000nf02z2ezz8,2892,6,0,1372,0,43,37,50,0,25,145,260318_TDMAT_Campaign0027,30,10,3919,3892,43,6884,2300,1372,63,71.89,150,0.09024571428571426,0.09040000000000045,0.09648000000000025,0.004185689907288499,1.726641082692679,True,,0tdz7kh2xswb9000yz10vxyjdr
0tdtcbf4xnya700032970s68fm,288,10,0,66,0,33,63,50,0,25,280,260318_TDMAT_Campaign0027,30,10,1798,3806,215,9904,3938,66,159,74.257,150,0.09522357142857156,0.09407857142857219,0.09775999999999954,0.011587134403010135,0.7544903876234955,True,,0tdz7kh2xswb9000yz10vxyjdr
0tdtcm6q3nstb000thtqqt5xr8,855,8,0,325,0,65,39,50,0,25,192,260318_TDMAT_Campaign0027,30,10,3400,3075,164,4180,3093,325,231,76.676,150,0.034715357142856916,0.03458571428571438,0.04195999999999969,0.008266529513894246,0.6233846582054331,True,,0tdz7kh2xswb9000yz10vxyjdr
0tdtcv42yhx5z000twxzna9vm0,1448,15,0,4985,0,26,42,50,0,25,216,260318_TDMAT_Campaign0027,30,10,3145,4130,77,6675,4259,4985,175,77.676,150,0.0,0.0,-0.0004399999999998272,1e-06,0.11041723364271398,True,,0tdz7kh2xswb9000yz10vxyjdr
0tdtcveb99yrz000qyezekn6pm,2475,6,0,10,0,61,81,50,0,25,105,260318_TDMAT_Campaign0027,30,10,3400,3221,292,7717,2759,10,236,77.673,150,0.014015357142857048,0.01317857142857142,0.018919999999999958,0.0047855703603076885,0.3560689470292887,True,,0tdz7kh2xswb9000yz10vxyjdr
0tdtd430n9s1s0000we1zhb4hg,591,7,0,4537,0,37,55,50,0,25,226,260318_TDMAT_Campaign0027,30,10,354,3299,118,1421,1315,4537,227,78.084,150,0.0,0.0,-0.0008400000000000318,1e-06,0.11633284577198286,True,,0tdz7kh2xswb9000yz10vxyjdr
0tdtd4d8nsxbf000ymj0njat0c,816,3,0,4496,0,74,36,50,0,25,67,260318_TDMAT_Campaign0027,30,10,533,4475,171,9115,4339,4496,237,78.068,150,0.036977857142857215,0.03571428571428571,0.03740000000000009,0.007392453405125883,0.7194030352861913,True,,0tdz7kh2xswb9000yz10vxyjdr
0tdtdgd0q5rd7000afqdn21j0r,3823,9,0,3801,0,45,49,50,0,25,212,260318_TDMAT_Campaign0027,30,10,3753,3664,111,6191,620,3801,94,78.951,150,0.013087857142856964,0.013176923076923249,0.015360000000000014,0.0037474409414237036,0.8071537360345918,True,,0tdz7kh2xswb9000yz10vxyjdr
0tdtdvccc5yj70004rm2a8a3jg,1273,13,0,4514,0,57,86,50,0,25,148,260318_TDMAT_Campaign0027,30,10,4194,1724,104,5512,1670,4514,234,79.289,150,0.032026785714286424,0.032435714285715074,0.03579999999999984,0.007320480774888831,0.287551235382933,True,,0tdz7kh2xswb9000yz10vxyjdr
0tdte5fvdxtkb000bxd93dbc6w,319,5,0,2319,0,48,90,50,0,25,29,260318_TDMAT_Campaign0027,30,10,1529,4884,153,6083,1632,2319,173,80.125,150,0.016141071428571456,0.015692857142857366,0.017200000000000274,0.004445136071470135,0.27166234474063156,True,,0tdz7kh2xswb9000yz10vxyjdr
0tdtedxa5strv0005eqt3ekdhw,3599,3,0,3955,0,45,51,50,0,25,279,260318_TDMAT_Campaign0027,30,10,3752,4868,106,2398,2886,3955,150,80.508,150,0.017565714285714355,0.017642857142857134,0.02156000000000006,0.0042309597502426495,0.4213104919110148,True,,0tdz7kh2xswb9000yz10vxyjdr
0tdtersk69v9h000t55mbqwh4r,1916,8,0,1705,0,72,66,50,0,25,234,260318_TDMAT_Campaign0027,30,10,1090,4997,171,3731,858,1705,255,81.019,150,0.005127499999999736,0.013537499999998204,0.006359999999999672,0.0073191422823944375,0.27848153784608143,True,,0tdz7kh2xswb9000yz10vxyjdr
0tdtf00bkxtqs000z1qv9es51c,3375,17,0,3860,0,51,27,50,0,25,142,260318_TDMAT_Campaign0027,30,10,3419,2305,169,7492,2619,3860,123,81.117,150,0.1024253571428572,0.10232857142857098,0.10204000000000008,0.007701245592338317,0.6444735439135642,True,,0tdz7kh2xswb9000yz10vxyjdr
0tdtfbfp5hw7k000jz9qz29hsg,452,15,0,2316,0,78,99,50,0,25,121,260318_TDMAT_Campaign0027,30,10,2119,4711,152,9403,2497,2316,256,83.628,150,0.06847821428571414,0.06930714285714247,0.07055999999999983,0.008849411948640052,0.654639856240214,True,,0tdz7kh2xswb9000yz10vxyjdr
0tdtfnr36ssw7000knj0cybp8c,1951,10,0,1175,0,80,54,50,0,25,241,260318_TDMAT_Campaign0027,30,10,1139,533,88,5799,2723,1175,184,85.339,150,0.062157142857142834,0.061650000000000205,0.06043999999999983,0.006912695360196121,0.5892650585224194,True,,0tdz7kh2xswb9000yz10vxyjdr
0tdtfwc985rbq000jygh2xd5a4,640,14,0,550,0,25,72,50,0,25,262,260318_TDMAT_Campaign0027,30,10,4425,2877,275,630,3169,550,282,86.827,150,0.0,0.0,-0.0006000000000000227,1e-06,0.08445618582799622,True,,0tdz7kh2xswb9000yz10vxyjdr
0tdtfwph51ysh000b96vh3jeq8,1233,7,0,2905,0,26,38,50,0,25,295,260318_TDMAT_Campaign0027,30,10,2388,4217,255,9886,1939,2905,44,86.83,150,0.08949928571428559,0.09071428571428543,0.09052000000000021,0.009478235003181809,0.7430054702627688,True,,0tdz7kh2xswb9000yz10vxyjdr
0tdtg7krs5rvv000rn6hxty6g8,1859,11,0,1904,0,33,96,50,0,25,51,260318_TDMAT_Campaign0027,30,10,3070,2259,129,2529,3478,1904,61,89.061,150,0.13294035714285737,0.13173571428571457,0.1296799999999996,0.01978804137939703,1.0193563231232894,True,,0tdz7kh2xswb9000yz10vxyjdr
0tdtgf6wt1vq3000vzeseww1fr,1027,13,0,4538,0,33,64,50,0,25,190,260318_TDMAT_Campaign0027,30,10,3722,4222,138,5494,1035,4538,236,92.334,150,0.0,0.0,0.001080000000000041,1e-06,0.1573330660514105,True,,0tdz7kh2xswb9000yz10vxyjdr
0tdtgfh4n9y1f000g7xs48157m,361,5,0,2859,0,65,70,50,0,25,200,260318_TDMAT_Campaign0027,30,10,1471,1107,34,2081,4323,2859,240,92.374,150,0.06902714285714251,0.06917857142857185,0.08596000000000004,0.006519988888182909,0.7900949877175436,True,,0tdz7kh2xswb9000yz10vxyjdr
